"index","time_stamp","stop","number","direction","plannedTime","vehicleId","tripId","status"
1,2018-07-27 18:20:04,407,"9","Nowy Bieżanów P+R",2018-07-27 18:20:00,"6352185295672180940","6351558574046457101","STOPPING"
1,2018-07-27 18:20:04,408,"52","Czerwone Maki P+R",2018-07-27 18:20:00,"6352185295672180880","6351558574046883084","STOPPING"
1,2018-07-27 18:20:05,388,"52","Czerwone Maki P+R",2018-07-27 18:19:00,"6352185295672181653","6351558574046887180","STOPPING"
1,2018-07-27 18:20:07,463,"22","Borek Fałęcki",2018-07-27 18:20:00,"6352185295672180843","6351558574046727436","STOPPING"
1,2018-07-27 18:20:08,459,"4","Wzgórza K.",2018-07-27 18:20:00,"6352185295672181638","6351558574046317836","STOPPING"
1,2018-07-27 18:20:08,442,"4","Bronowice Małe",2018-07-27 18:20:00,"6352185295672181659","6351558574046309644","STOPPING"
2,2018-07-27 18:20:12,2691,"11","Czerwone Maki P+R",2018-07-27 18:20:00,"6352185295672180980","6351558574046502161","STOPPING"
2,2018-07-27 18:20:12,746,"19","Dworzec Tow.",2018-07-27 18:20:00,"6352185295672181380","6351558574046657810","STOPPING"
2,2018-07-27 18:20:13,615,"8","Borek Fałęcki",2018-07-27 18:15:00,"6352185295672181384","6351558574046424335","STOPPING"
2,2018-07-27 18:20:13,2688,"11","Mały Płaszów",2018-07-27 18:20:00,"6352185295672180962","6351558574046498066","PREDICTED"
2,2018-07-27 18:20:13,2687,"18","Krowodrza Górka",2018-07-27 18:19:00,"6352185295672181543","6351558574046620944","STOPPING"
2,2018-07-27 18:20:14,612,"22","Walcownia",2018-07-27 18:20:00,"6352185295672180870","6351558574046743820","STOPPING"
2,2018-07-27 18:20:18,2742,"24","Bronowice Małe",2018-07-27 18:17:00,"6352185295672181055","6351558574046788879","STOPPING"
2,2018-07-27 18:20:18,2741,"6","Salwator",2018-07-27 18:18:00,"6352185295672181042","6351558574046379278","STOPPING"
2,2018-07-27 18:20:19,133,"8","Borek Fałęcki",2018-07-27 18:20:00,"6352185295672181360","6351558574046395663","STOPPING"
2,2018-07-27 18:20:19,133,"8","Bronowice Małe",2018-07-27 18:16:00,"6352185295672181361","6351558574046399756","STOPPING"
2,2018-07-27 18:20:19,89,"4","Bronowice Małe",2018-07-27 18:18:00,"6352185295672181664","6351558574046297356","PREDICTED"
2,2018-07-27 18:20:19,1049,"24","Bronowice Małe",2018-07-27 18:19:00,"6352185295672181037","6351558574046780687","PREDICTED"
2,2018-07-27 18:20:20,61,"50","Krowodrza Górka",2018-07-27 18:18:00,"6352185295672181642","6351558574046846229","STOPPING"
2,2018-07-27 18:20:20,61,"5","Wzgórza K.",2018-07-27 18:20:00,"6352185295672181169","6351558574046346513","STOPPING"
2,2018-07-27 18:20:21,83,"4","Wzgórza K.",2018-07-27 18:19:00,"6352185295672181645","6351558574046326028","STOPPING"
2,2018-07-27 18:20:21,73,"19","Dworzec Tow.",2018-07-27 18:15:00,"6352185295672181153","6351558574046649617","STOPPING"
2,2018-07-27 18:20:21,3032,"20","Cichy Kącik",2018-07-27 18:20:00,"6352185295672181171","6351558574046694674","PREDICTED"
2,2018-07-27 18:20:21,3032,"14","Mistrzejowice",2018-07-27 18:18:00,"6352185295672181549","6351558574046563597","STOPPING"
2,2018-07-27 18:20:21,131,"3","Krowodrza Górka",2018-07-27 18:20:00,"6352185295672181339","6351558574046293265","STOPPING"
2,2018-07-27 18:20:22,3036,"3","Nowy Bieżanów P+R",2018-07-27 18:19:00,"6352185295672181365","6351558574046285074","STOPPING"
2,2018-07-27 18:20:22,715,"24","Kurdwanów P+R",2018-07-27 18:17:00,"6352185295672181056","6351558574046752014","STOPPING"
2,2018-07-27 18:20:22,630,"9","Mistrzejowice",2018-07-27 18:19:00,"6352185295672181009","6351558574046444813","STOPPING"
2,2018-07-27 18:20:23,634,"3","Krowodrza Górka",2018-07-27 18:19:00,"6352185295672181344","6351558574046260498","STOPPING"
2,2018-07-27 18:20:23,637,"3","Nowy Bieżanów P+R",2018-07-27 18:19:00,"6352185295672181345","6351558574046272785","PREDICTED"
2,2018-07-27 18:20:25,2870,"50","Prokocim",2018-07-27 18:18:00,"6352185295672181662","6351558574046829845","PREDICTED"
2,2018-07-27 18:20:25,561,"50","Krowodrza Górka",2018-07-27 18:19:00,"6352185295672181652","6351558574046821654","PREDICTED"
2,2018-07-27 18:20:26,946,"9","Nowy Bieżanów P+R",2018-07-27 18:17:00,"6352185295672180971","6351558574046453005","PREDICTED"
2,2018-07-27 18:20:26,370,"1","Wzgórza K.",2018-07-27 18:18:00,"6352185295672181157","6351558574046199050","STOPPING"
2,2018-07-27 18:20:28,3040,"9","Mistrzejowice",2018-07-27 18:21:00,"6352185295672180984","6351558574046440717","PREDICTED"
2,2018-07-27 18:20:29,930,"14","Mistrzejowice",2018-07-27 18:17:00,"6352185295672180871","6351558574046559501","STOPPING"
2,2018-07-27 18:20:31,112,"5","Wzgórza K.",2018-07-27 18:19:00,"6352185295672181187","6351558574046342417","STOPPING"
2,2018-07-27 18:20:32,2539,"14","Bronowice Małe",2018-07-27 18:20:00,"6352185295672181537","6351558574046579981","STOPPING"
2,2018-07-27 18:20:32,2744,"22","Walcownia",2018-07-27 18:20:00,"6352185295672180900","6351558574046735627","STOPPING"
2,2018-07-27 18:20:33,2745,"16","Kopiec Wandy",2018-07-27 18:19:00,NA,"6351558574046596377","PLANNED"
2,2018-07-27 18:20:34,434,"1","Wzgórza K.",2018-07-27 18:19:00,NA,"6351558574046240011","PLANNED"
2,2018-07-27 18:20:34,449,"16","Mistrzejowice",2018-07-27 18:19:00,NA,"6351558574046592282","PLANNED"
3,2018-07-27 18:20:37,378,"21","Kopiec Wandy",2018-07-27 18:19:00,NA,"6351558574046711067","PLANNED"
3,2018-07-27 18:20:38,126,"4","Bronowice Małe",2018-07-27 18:19:00,"6352185295672181654","6351558574046301452","STOPPING"
3,2018-07-27 18:20:38,2691,"52","Czerwone Maki P+R",2018-07-27 18:21:00,"6352185295672181656","6351558574046866700","PREDICTED"
3,2018-07-27 18:20:38,2690,"52","Os.Piastów",2018-07-27 18:20:00,"6352185295672181648","6351558574046858508","STOPPING"
3,2018-07-27 18:20:40,320,"20","Cichy Kącik",2018-07-27 18:20:00,"6352185295672181137","6351558574046690579","STOPPING"
3,2018-07-27 18:20:40,577,"52","Os.Piastów",2018-07-27 18:19:00,"6352185295672181735","6351558574046854413","STOPPING"
3,2018-07-27 18:20:42,319,"1","Salwator",2018-07-27 18:20:00,"6352185295672181006","6351558574046215436","STOPPING"
3,2018-07-27 18:20:42,321,"20","Mały Płaszów",2018-07-27 18:19:00,"6352185295672181176","6351558574046682388","STOPPING"
3,2018-07-27 18:20:42,322,"18","Czerwone Maki P+R",2018-07-27 18:20:00,"6352185295672181539","6351558574046637328","STOPPING"
3,2018-07-27 18:20:43,359,"13","Nowy Bieżanów P+R",2018-07-27 18:16:00,"6352185295672180988","6351558574046510351","STOPPING"
3,2018-07-27 18:20:43,359,"6","Kurdwanów P+R",2018-07-27 18:22:00,"6352185295672181038","6351558574046362893","PREDICTED"
3,2018-07-27 18:20:46,325,"10","Kopiec Wandy",2018-07-27 18:19:00,"6352185295672180862","6351558574046473487","PREDICTED"
3,2018-07-27 18:20:46,357,"3","Nowy Bieżanów P+R",2018-07-27 18:20:00,"6352185295672181350","6351558574046280977","PREDICTED"
3,2018-07-27 18:20:46,358,"22","Borek Fałęcki",2018-07-27 18:19:00,NA,"6351558574046719244","PLANNED"
3,2018-07-27 18:20:46,363,"1","Wzgórza K.",2018-07-27 18:19:00,"6352185295672181144","6351558574046203150","STOPPING"
3,2018-07-27 18:20:47,1049,"24","Kurdwanów P+R",2018-07-27 18:20:00,"6352185295672181053","6351558574046768399","PREDICTED"
3,2018-07-27 18:20:47,88,"13","Nowy Bieżanów P+R",2018-07-27 18:19:00,NA,"6351558574046518542","PLANNED"
3,2018-07-27 18:20:48,78,"13","Bronowice",2018-07-27 18:19:00,"6352185295672181375","6351558574046530827","STOPPING"
3,2018-07-27 18:20:48,78,"8","Borek Fałęcki",2018-07-27 18:20:00,"6352185295672181337","6351558574046391565","STOPPING"
3,2018-07-27 18:20:48,77,"2","Cm. Rakowicki",2018-07-27 18:20:00,"6352185295672181147","6351558574046244125","STOPPING"
3,2018-07-27 18:20:50,131,"44","Kombinat",2018-07-27 18:19:00,"6352185295672180839","6351558574046805259","PREDICTED"
3,2018-07-27 18:20:50,70,"3","Krowodrza Górka",2018-07-27 18:16:00,"6352185295672181381","6351558574046289168","STOPPING"
3,2018-07-27 18:20:50,71,"18","Czerwone Maki P+R",2018-07-27 18:21:00,"6352185295672181553","6351558574046641423","STOPPING"
3,2018-07-27 18:20:50,3036,"18","Krowodrza Górka",2018-07-27 18:22:00,"6352185295672181544","6351558574046608656","PREDICTED"
3,2018-07-27 18:20:51,718,"24","Bronowice Małe",2018-07-27 18:19:00,NA,"6351558574046747920","PLANNED"
3,2018-07-27 18:20:51,630,"6","Kurdwanów P+R",2018-07-27 18:18:00,"6352185295672181062","6351558574046354701","STOPPING"
3,2018-07-27 18:20:52,2582,"13","Nowy Bieżanów P+R",2018-07-27 18:19:00,NA,"6351558574046551308","PLANNED"
3,2018-07-27 18:20:53,561,"20","Mały Płaszów",2018-07-27 18:20:00,"6352185295672181150","6351558574046674195","PREDICTED"
3,2018-07-27 18:20:53,569,"6","Salwator",2018-07-27 18:19:00,"6352185295672181050","6351558574046383375","STOPPING"
3,2018-07-27 18:20:53,569,"6","Kurdwanów P+R",2018-07-27 18:18:00,"6352185295672181046","6351558574046358801","STOPPING"
3,2018-07-27 18:20:53,1154,"50","Prokocim",2018-07-27 18:20:00,"6352185295672181672","6351558574046833941","PREDICTED"
3,2018-07-27 18:20:54,369,"1","Salwator",2018-07-27 18:21:00,"6352185295672181159","6351558574046223629","STOPPING"
3,2018-07-27 18:20:54,1263,"20","Cichy Kącik",2018-07-27 18:20:00,"6352185295672181146","6351558574046666004","STOPPING"
3,2018-07-27 18:20:55,125,"5","Krowodrza Górka",2018-07-27 18:19:00,NA,"6351558574046330130","PLANNED"
3,2018-07-27 18:20:58,2811,"44","Bronowice",2018-07-27 18:20:00,"6352185295672180891","6351558574046817547","PREDICTED"
3,2018-07-27 18:20:58,113,"9","Nowy Bieżanów P+R",2018-07-27 18:22:00,"6352185295672180940","6351558574046457101","PREDICTED"
3,2018-07-27 18:20:58,112,"52","Os.Piastów",2018-07-27 18:18:00,"6352185295672181658","6351558574046899467","STOPPING"
3,2018-07-27 18:20:58,112,"9","Nowy Bieżanów P+R",2018-07-27 18:21:00,"6352185295672180940","6351558574046457101","STOPPING"
3,2018-07-27 18:20:58,867,"1","Salwator",2018-07-27 18:19:00,NA,"6351558574046227726","PLANNED"
3,2018-07-27 18:20:58,377,"16","Mistrzejowice",2018-07-27 18:19:00,NA,"6351558574046588186","PLANNED"
3,2018-07-27 18:20:59,388,"9","Mistrzejowice",2018-07-27 18:19:00,NA,"6351558574046436621","PLANNED"
3,2018-07-27 18:20:59,2539,"52","Os.Piastów",2018-07-27 18:19:00,NA,"6351558574046895372","PLANNED"
3,2018-07-27 18:21:00,413,"44","Kombinat",2018-07-27 18:19:00,NA,"6351558574046801163","PLANNED"
3,2018-07-27 18:21:03,462,"22","Borek Fałęcki",2018-07-27 18:21:00,"6352185295672180843","6351558574046727436","PREDICTED"
4,2018-07-27 18:21:07,746,"22","Borek Fałęcki",2018-07-27 18:20:00,"6352185295672180874","6351558574046715147","STOPPING"
4,2018-07-27 18:21:09,2686,"18","Czerwone Maki P+R",2018-07-27 18:18:00,"6352185295672181552","6351558574046629136","STOPPING"
4,2018-07-27 18:21:09,577,"52","Czerwone Maki P+R",2018-07-27 18:20:00,"6352185295672181650","6351558574046870795","STOPPING"
4,2018-07-27 18:21:10,572,"8","Borek Fałęcki",2018-07-27 18:16:00,"6352185295672181383","6351558574046428427","STOPPING"
4,2018-07-27 18:21:11,319,"1","Wzgórza K.",2018-07-27 18:19:00,"6352185295672181148","6351558574046207243","STOPPING"
4,2018-07-27 18:21:11,322,"8","Borek Fałęcki",2018-07-27 18:14:00,"6352185295672181358","6351558574046432525","PREDICTED"
4,2018-07-27 18:21:11,361,"18","Krowodrza Górka",2018-07-27 18:20:00,"6352185295672181555","6351558574046616848","STOPPING"
4,2018-07-27 18:21:11,361,"18","Czerwone Maki P+R",2018-07-27 18:18:00,"6352185295672181557","6351558574046633231","STOPPING"
4,2018-07-27 18:21:13,362,"24","Kurdwanów P+R",2018-07-27 18:19:00,"6352185295672181054","6351558574046760207","STOPPING"
4,2018-07-27 18:21:13,362,"24","Bronowice Małe",2018-07-27 18:18:00,"6352185295672181055","6351558574046788879","STOPPING"
4,2018-07-27 18:21:13,363,"1","Salwator",2018-07-27 18:19:00,"6352185295672181161","6351558574046219534","STOPPING"
4,2018-07-27 18:21:13,89,"8","Borek Fałęcki",2018-07-27 18:21:00,"6352185295672181360","6351558574046395663","STOPPING"
4,2018-07-27 18:21:16,131,"24","Bronowice Małe",2018-07-27 18:14:00,"6352185295672181049","6351558574046784782","PREDICTED"
4,2018-07-27 18:21:17,70,"50","Prokocim",2018-07-27 18:21:00,"6352185295672181640","6351558574046838036","STOPPING"
4,2018-07-27 18:21:17,718,"24","Kurdwanów P+R",2018-07-27 18:19:00,"6352185295672181056","6351558574046752014","PREDICTED"
4,2018-07-27 18:21:18,634,"50","Krowodrza Górka",2018-07-27 18:21:00,"6352185295672181643","6351558574046825749","PREDICTED"
4,2018-07-27 18:21:19,3158,"13","Bronowice",2018-07-27 18:21:00,"6352185295672181340","6351558574046539019","STOPPING"
4,2018-07-27 18:21:19,621,"24","Kurdwanów P+R",2018-07-27 18:16:00,"6352185295672181058","6351558574046756111","STOPPING"
4,2018-07-27 18:21:19,2870,"11","Mały Płaszów",2018-07-27 18:21:00,"6352185295672180973","6351558574046493970","STOPPING"
4,2018-07-27 18:21:19,560,"50","Krowodrza Górka",2018-07-27 18:20:00,"6352185295672181652","6351558574046821654","STOPPING"
4,2018-07-27 18:21:23,125,"50","Krowodrza Górka",2018-07-27 18:20:00,"6352185295672181657","6351558574046850324","PREDICTED"
4,2018-07-27 18:21:23,125,"20","Mały Płaszów",2018-07-27 18:20:00,"6352185295672181167","6351558574046678292","STOPPING"
4,2018-07-27 18:21:23,3040,"10","Łagiewniki",2018-07-27 18:21:00,"6352185295672180876","6351558574046485776","STOPPING"
4,2018-07-27 18:21:25,407,"5","Wzgórza K.",2018-07-27 18:20:00,"6352185295672181187","6351558574046342417","PREDICTED"
4,2018-07-27 18:21:25,407,"52","Czerwone Maki P+R",2018-07-27 18:21:00,"6352185295672180880","6351558574046883084","STOPPING"
5,2018-07-27 18:21:34,824,"22","Borek Fałęcki",2018-07-27 18:21:00,"6352185295672180874","6351558574046715147","PREDICTED"
5,2018-07-27 18:21:35,84,"8","Bronowice Małe",2018-07-27 18:20:00,"6352185295672181352","6351558574046403854","PREDICTED"
5,2018-07-27 18:21:35,589,"52","Os.Piastów",2018-07-27 18:21:00,"6352185295672181648","6351558574046858508","STOPPING"
5,2018-07-27 18:21:35,571,"8","Bronowice Małe",2018-07-27 18:20:00,NA,"6351558574046412048","PLANNED"
5,2018-07-27 18:21:35,571,"11","Czerwone Maki P+R",2018-07-27 18:20:00,NA,"6351558574046506257","PLANNED"
5,2018-07-27 18:21:35,2687,"11","Mały Płaszów",2018-07-27 18:22:00,"6352185295672180962","6351558574046498066","PREDICTED"
5,2018-07-27 18:21:40,1360,"6","Salwator",2018-07-27 18:20:00,"6352185295672181042","6351558574046379278","STOPPING"
5,2018-07-27 18:21:41,133,"4","Bronowice Małe",2018-07-27 18:19:00,"6352185295672181664","6351558574046297356","STOPPING"
5,2018-07-27 18:21:42,88,"24","Kurdwanów P+R",2018-07-27 18:21:00,"6352185295672181053","6351558574046768399","PREDICTED"
5,2018-07-27 18:21:42,136,"14","Mistrzejowice",2018-07-27 18:21:00,"6352185295672180841","6351558574046567693","STOPPING"
5,2018-07-27 18:21:43,77,"18","Krowodrza Górka",2018-07-27 18:21:00,"6352185295672181554","6351558574046612750","STOPPING"
5,2018-07-27 18:21:43,83,"44","Bronowice",2018-07-27 18:22:00,"6352185295672180868","6351558574046813451","STOPPING"
5,2018-07-27 18:21:44,3036,"5","Wzgórza K.",2018-07-27 18:21:00,"6352185295672181169","6351558574046346513","PREDICTED"
5,2018-07-27 18:21:44,715,"24","Bronowice Małe",2018-07-27 18:20:00,NA,"6351558574046747920","PLANNED"
5,2018-07-27 18:21:44,630,"6","Salwator",2018-07-27 18:20:00,NA,"6351558574046387468","PLANNED"
5,2018-07-27 18:21:46,634,"13","Nowy Bieżanów P+R",2018-07-27 18:23:00,"6352185295672181342","6351558574046555404","PREDICTED"
5,2018-07-27 18:21:46,682,"3","Nowy Bieżanów P+R",2018-07-27 18:21:00,"6352185295672181345","6351558574046272785","PREDICTED"
5,2018-07-27 18:21:46,637,"50","Krowodrza Górka",2018-07-27 18:20:00,NA,"6351558574046825749","PLANNED"
5,2018-07-27 18:21:47,3175,"3","Krowodrza Górka",2018-07-27 18:22:00,"6352185295672181349","6351558574046264593","STOPPING"
5,2018-07-27 18:21:47,624,"9","Mistrzejowice",2018-07-27 18:20:00,"6352185295672181009","6351558574046444813","STOPPING"
5,2018-07-27 18:21:47,623,"24","Bronowice Małe",2018-07-27 18:18:00,"6352185295672181045","6351558574046792975","PREDICTED"
5,2018-07-27 18:21:48,569,"13","Bronowice",2018-07-27 18:23:00,"6352185295672181340","6351558574046539019","PREDICTED"
5,2018-07-27 18:21:48,946,"50","Prokocim",2018-07-27 18:21:00,"6352185295672181672","6351558574046833941","STOPPING"
5,2018-07-27 18:21:49,368,"1","Salwator",2018-07-27 18:22:00,"6352185295672181159","6351558574046223629","STOPPING"
5,2018-07-27 18:21:50,129,"52","Os.Piastów",2018-07-27 18:19:00,"6352185295672181644","6351558574046903564","STOPPING"
5,2018-07-27 18:21:52,3033,"1","Wzgórza K.",2018-07-27 18:19:00,"6352185295672181157","6351558574046199050","STOPPING"
5,2018-07-27 18:21:53,867,"1","Wzgórza K.",2018-07-27 18:20:00,NA,"6351558574046194959","PLANNED"
5,2018-07-27 18:21:54,2538,"16","Mistrzejowice",2018-07-27 18:20:00,NA,"6351558574046588186","PLANNED"
5,2018-07-27 18:21:54,379,"21","Kopiec Wandy",2018-07-27 18:20:00,NA,"6351558574046711067","PLANNED"
5,2018-07-27 18:21:54,2539,"52","Czerwone Maki P+R",2018-07-27 18:21:00,"6352185295672181653","6351558574046887180","STOPPING"
5,2018-07-27 18:21:54,2744,"4","Bronowice Małe",2018-07-27 18:20:00,NA,"6351558574046305548","PLANNED"
5,2018-07-27 18:21:55,2745,"5","Krowodrza Górka",2018-07-27 18:21:00,"6352185295672181192","6351558574046334226","STOPPING"
5,2018-07-27 18:21:55,418,"16","Kopiec Wandy",2018-07-27 18:20:00,NA,"6351558574046596377","PLANNED"
5,2018-07-27 18:21:55,2548,"16","Mistrzejowice",2018-07-27 18:20:00,NA,"6351558574046592282","PLANNED"
5,2018-07-27 18:21:56,435,"1","Wzgórza K.",2018-07-27 18:20:00,NA,"6351558574046240011","PLANNED"
5,2018-07-27 18:21:56,2685,"4","Bronowice Małe",2018-07-27 18:21:00,"6352185295672181659","6351558574046309644","STOPPING"
5,2018-07-27 18:21:58,449,"10","Łagiewniki",2018-07-27 18:22:00,"6352185295672180893","6351558574046465296","STOPPING"
6,2018-07-27 18:22:04,615,"19","Dworzec Tow.",2018-07-27 18:22:00,"6352185295672181380","6351558574046657810","PREDICTED"
6,2018-07-27 18:22:05,2686,"18","Krowodrza Górka",2018-07-27 18:21:00,"6352185295672181543","6351558574046620944","STOPPING"
6,2018-07-27 18:22:05,2687,"18","Czerwone Maki P+R",2018-07-27 18:19:00,"6352185295672181552","6351558574046629136","STOPPING"
6,2018-07-27 18:22:05,584,"22","Walcownia",2018-07-27 18:21:00,"6352185295672180870","6351558574046743820","STOPPING"
6,2018-07-27 18:22:06,576,"52","Os.Piastów",2018-07-27 18:21:00,"6352185295672181735","6351558574046854413","STOPPING"
6,2018-07-27 18:22:07,322,"13","Nowy Bieżanów P+R",2018-07-27 18:19:00,"6352185295672181364","6351558574046514443","STOPPING"
6,2018-07-27 18:22:07,359,"18","Krowodrza Górka",2018-07-27 18:22:00,"6352185295672181555","6351558574046616848","STOPPING"
6,2018-07-27 18:22:08,325,"13","Bronowice",2018-07-27 18:21:00,"6352185295672181341","6351558574046534926","PREDICTED"
6,2018-07-27 18:22:08,358,"52","Czerwone Maki P+R",2018-07-27 18:20:00,"6352185295672181661","6351558574046874892","STOPPING"
6,2018-07-27 18:22:10,89,"24","Bronowice Małe",2018-07-27 18:21:00,"6352185295672181037","6351558574046780687","PREDICTED"
6,2018-07-27 18:22:10,136,"8","Bronowice Małe",2018-07-27 18:18:00,"6352185295672181361","6351558574046399756","STOPPING"
6,2018-07-27 18:22:11,77,"8","Borek Fałęcki",2018-07-27 18:22:00,"6352185295672181337","6351558574046391565","PREDICTED"
6,2018-07-27 18:22:12,131,"14","Mistrzejowice",2018-07-27 18:20:00,"6352185295672181549","6351558574046563597","STOPPING"
6,2018-07-27 18:22:12,2608,"3","Krowodrza Górka",2018-07-27 18:22:00,"6352185295672181339","6351558574046293265","STOPPING"
6,2018-07-27 18:22:12,70,"3","Nowy Bieżanów P+R",2018-07-27 18:22:00,"6352185295672181365","6351558574046285074","STOPPING"
6,2018-07-27 18:22:13,630,"3","Krowodrza Górka",2018-07-27 18:21:00,"6352185295672181344","6351558574046260498","STOPPING"
6,2018-07-27 18:22:14,637,"13","Bronowice",2018-07-27 18:21:00,"6352185295672181369","6351558574046543119","STOPPING"
6,2018-07-27 18:22:15,3158,"3","Nowy Bieżanów P+R",2018-07-27 18:19:00,"6352185295672181338","6351558574046276882","STOPPING"
6,2018-07-27 18:22:17,570,"19","Dworzec Tow.",2018-07-27 18:20:00,"6352185295672181172","6351558574046653713","STOPPING"
6,2018-07-27 18:22:17,567,"9","Nowy Bieżanów P+R",2018-07-27 18:19:00,"6352185295672180971","6351558574046453005","STOPPING"
6,2018-07-27 18:22:18,125,"52","Czerwone Maki P+R",2018-07-27 18:22:00,"6352185295672181665","6351558574046878988","STOPPING"
6,2018-07-27 18:22:20,3041,"22","Borek Fałęcki",2018-07-27 18:22:00,"6352185295672180888","6351558574046723340","STOPPING"
6,2018-07-27 18:22:20,3041,"14","Mistrzejowice",2018-07-27 18:19:00,"6352185295672180871","6351558574046559501","PREDICTED"
6,2018-07-27 18:22:20,2811,"4","Wzgórza K.",2018-07-27 18:19:00,"6352185295672181670","6351558574046321931","STOPPING"
6,2018-07-27 18:22:20,407,"52","Os.Piastów",2018-07-27 18:19:00,"6352185295672181658","6351558574046899467","STOPPING"
6,2018-07-27 18:22:22,392,"14","Bronowice Małe",2018-07-27 18:21:00,"6352185295672181537","6351558574046579981","STOPPING"
6,2018-07-27 18:22:24,423,"22","Walcownia",2018-07-27 18:22:00,"6352185295672180900","6351558574046735627","STOPPING"
6,2018-07-27 18:22:24,435,"4","Bronowice Małe",2018-07-27 18:22:00,"6352185295672181659","6351558574046309644","PREDICTED"
6,2018-07-27 18:22:26,442,"1","Salwator",2018-07-27 18:22:00,"6352185295672181156","6351558574046231821","STOPPING"
6,2018-07-27 18:22:26,461,"22","Borek Fałęcki",2018-07-27 18:22:00,"6352185295672180843","6351558574046727436","STOPPING"
7,2018-07-27 18:22:29,3038,"18","Krowodrza Górka",2018-07-27 18:22:00,"6352185295672181550","6351558574046625040","STOPPING"
7,2018-07-27 18:22:30,2821,"19","Borek Fałęcki",2018-07-27 18:21:00,"6352185295672181370","6351558574046661905","PREDICTED"
7,2018-07-27 18:22:30,746,"8","Borek Fałęcki",2018-07-27 18:17:00,"6352185295672181384","6351558574046424335","STOPPING"
7,2018-07-27 18:22:30,84,"13","Nowy Bieżanów P+R",2018-07-27 18:21:00,NA,"6351558574046518542","PLANNED"
7,2018-07-27 18:22:31,571,"10","Łagiewniki",2018-07-27 18:21:00,"6352185295672180884","6351558574046481679","STOPPING"
7,2018-07-27 18:22:31,584,"52","Czerwone Maki P+R",2018-07-27 18:22:00,"6352185295672181650","6351558574046870795","PREDICTED"
